,StartDate2,EndDate1,StartDate1,EndDate2,WarNum,WarName,WarType,ccode,StateName,Side,TransFrom,WhereFought,Initiator,Outcome,TransTo,BatDeath,Version,SameSide,OppositeSide,AlliesWithinWar,AlliesBeforeWar,AlliesAfterWar,AlliesGainedDuringWar,AlliesLostDuringWar,AlliesGained2YearsBeforeWar,AlliesLost2YearsBeforeWar,AlliesGained2YearsAfterWar,AlliesLost2YearsAfterWar
103,2008-08-08,1913-04-19,1912-10-17,2008-08-08,100,First Balkan,1,350,Greece,1,650,11,2,1,-8,5000,4,"[355L, 345L]",[640L],[355L],['None'],['None'],['None'],['None'],[355L],['None'],[345L],[355L]
104,1913-02-03,1912-12-03,1912-10-17,1913-04-19,100,First Balkan,1,355,Bulgaria,1,650,2,2,1,-8,32000,4,"[350L, 345L]",[640L],"[345L, 350L]",['None'],['None'],['None'],['None'],"[345L, 350L]",['None'],"[640L, 300L, 255L]","[345L, 350L]"
105,1913-02-03,1912-12-03,1912-10-17,1913-04-19,100,First Balkan,1,345,Yugoslavia,1,650,11,1,1,-8,15000,4,"[350L, 355L]",[640L],[355L],['None'],['None'],['None'],['None'],[355L],['None'],[350L],[355L]
106,2008-08-08,1913-07-30,1913-07-15,2008-08-08,103,Second Balkan,1,640,Turkey,1,-8,2,2,1,-8,20000,4,"[345L, 350L, 360L]",[355L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[255L, 355L]",['None']
107,2008-08-08,1913-07-30,1913-06-30,2008-08-08,103,Second Balkan,1,345,Yugoslavia,1,-8,2,2,1,-8,18500,4,"[640L, 350L, 360L]",[355L],[350L],['None'],[350L],['None'],[355L],"[355L, 350L]",[355L],['None'],['None']
108,2008-08-08,1913-07-30,1913-06-30,2008-08-08,103,Second Balkan,1,350,Greece,1,-8,2,2,1,-8,2500,4,"[640L, 345L, 360L]",[355L],[345L],['None'],[345L],['None'],[355L],"[355L, 345L]",[355L],['None'],['None']
109,2008-08-08,1913-07-30,1913-06-30,2008-08-08,103,Second Balkan,1,355,Bulgaria,2,-8,2,1,2,-8,18000,4,[],"[640L, 345L, 350L, 360L]",['None'],['None'],['None'],['None'],"[345L, 350L]","[345L, 350L]","[345L, 350L]","[640L, 300L, 255L]",['None']
110,2008-08-08,1913-07-30,1913-07-11,2008-08-08,103,Second Balkan,1,360,Romania,1,-8,2,2,1,-8,1500,4,"[640L, 345L, 350L]",[355L],"[255L, 300L, 325L]","[255L, 300L, 325L]","[255L, 300L, 325L]",['None'],['None'],['None'],['None'],[365L],['None']
111,2008-08-08,1918-11-11,1914-07-29,2008-08-08,106,World War I,1,345,Yugoslavia,1,-8,2,2,1,-8,70000,4,"[365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]",[350L],['None'],['None'],['None'],[350L],[350L],[355L],[315L],[350L]
112,2008-08-08,1917-12-05,1914-08-01,2008-08-08,106,World War I,1,365,Russia,1,-8,11,2,1,-8,1700000,4,"[345L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]",['None'],['None'],['None'],"[360L, 200L, 220L, 325L, 740L, 200L, 220L, 325L, 360L]","[220L, 325L, 740L, 360L, 740L]",['None'],['None'],['None'],"[200L, 220L, 325L, 200L, 220L, 325L, 360L]"
113,2008-08-08,1918-09-29,1915-10-12,2008-08-08,106,World War I,1,355,Bulgaria,2,-8,2,2,2,-8,87500,4,"[640L, 255L, 300L]","[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]","[640L, 300L, 255L, 300L]",['None'],['None'],['None'],[255L],"[640L, 300L, 255L, 255L, 300L]",['None'],['None'],"[640L, 300L, 255L, 300L]"
114,2008-08-08,1918-11-11,1914-08-05,2008-08-08,106,World War I,1,200,United Kingdom,1,-8,15,2,1,-8,908371,4,"[345L, 365L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]","[740L, 220L]",[740L],[740L],"[220L, 325L, 365L, 220L, 325L, 360L, 365L]","[220L, 230L, 220L, 220L, 325L, 365L, 220L, 325L, 360L, 365L]",[220L],['None'],['None'],"[220L, 220L, 325L, 365L, 220L, 325L, 360L, 365L]"
115,2008-08-08,1918-11-11,1914-08-23,2008-08-08,106,World War I,1,740,Japan,1,-8,7,2,1,-8,300,4,"[345L, 365L, 200L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]",[200L],[200L],[200L],[365L],"[365L, 365L]",['None'],['None'],['None'],['None']
116,2008-08-08,1918-11-11,1916-03-01,2008-08-08,106,World War I,1,235,Portugal,1,-8,2,2,1,-8,7222,4,"[345L, 365L, 200L, 740L, 211L, 350L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
117,2008-08-08,1918-10-30,1914-10-28,2008-08-08,106,World War I,1,640,Turkey,2,-8,6,2,2,-8,325000,4,"[355L, 255L, 300L]","[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]",[255L],['None'],['None'],['None'],"[255L, 355L]","[255L, 355L]",['None'],['None'],[255L]
118,2008-08-08,1918-11-11,1914-08-04,2008-08-08,106,World War I,1,211,Belgium,1,-8,2,2,1,-8,13716,4,"[345L, 365L, 200L, 740L, 235L, 350L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],[220L],['None']
119,2008-08-08,1918-11-11,1914-08-01,2008-08-08,106,World War I,1,255,Germany,2,-8,15,2,2,-8,1773700,4,"[355L, 640L, 300L]","[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]",['None'],['None'],['None'],"[640L, 355L, 300L, 355L]","[300L, 300L, 325L, 300L, 325L, 360L, 640L, 355L, 300L, 355L]",['None'],['None'],['None'],['None']
120,2008-08-08,1918-11-11,1917-06-29,2008-08-08,106,World War I,1,350,Greece,1,-8,2,2,1,-8,5000,4,"[345L, 365L, 200L, 740L, 235L, 211L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]",[345L],[345L],['None'],['None'],[345L],['None'],['None'],['None'],[345L]
121,2008-08-08,1917-12-09,1916-08-27,2008-08-08,106,World War I,1,360,Romania,1,-8,2,2,1,-8,335706,4,"[345L, 365L, 200L, 740L, 235L, 211L, 350L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]","[255L, 300L, 325L, 200L, 220L, 325L, 365L]","[255L, 300L, 325L]",['None'],['None'],['None'],"[365L, 200L, 220L, 325L, 365L]",[365L],['None'],"[255L, 300L, 325L, 200L, 220L, 325L, 365L]"
122,2008-08-08,1918-11-03,1914-07-29,2008-08-08,106,World War I,1,300,Austria-Hungary,2,-8,2,1,2,-8,1200000,4,"[355L, 640L, 255L]","[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]","[255L, 255L, 325L, 255L, 325L, 360L]","[255L, 255L, 325L, 255L, 325L, 360L]",['None'],"[355L, 255L, 355L]","[255L, 255L, 325L, 255L, 325L, 360L, 355L, 255L, 355L]",['None'],['None'],['None'],"[255L, 255L, 325L, 255L, 325L, 360L]"
123,2008-08-08,1918-11-11,1914-08-03,2008-08-08,106,World War I,1,220,France,1,-8,14,2,1,-8,1385000,4,"[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 325L, 2L]","[355L, 640L, 255L, 300L]","[325L, 200L]",[325L],['None'],"[200L, 325L, 365L, 200L, 325L, 360L, 365L]","[365L, 200L, 230L, 200L, 200L, 325L, 365L, 200L, 325L, 360L, 365L]",[200L],['None'],[211L],"[325L, 200L, 200L, 325L, 365L, 200L, 325L, 360L, 365L]"
124,2008-08-08,1918-11-11,1915-05-23,2008-08-08,106,World War I,1,325,Italy,1,-8,2,2,1,-8,650000,4,"[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 2L]","[355L, 640L, 255L, 300L]","[220L, 200L, 220L, 365L]",[220L],['None'],"[200L, 220L, 360L, 365L]","[255L, 300L, 255L, 300L, 360L, 365L, 200L, 220L, 365L, 200L, 220L, 360L, 365L]","[200L, 220L, 365L]",['None'],['None'],"[220L, 200L, 220L, 365L, 200L, 220L, 360L, 365L]"
125,2008-08-08,1918-11-11,1917-04-17,2008-08-08,106,World War I,1,2,United States of America,1,-8,2,2,1,-8,116516,4,"[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L]","[355L, 640L, 255L, 300L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
126,2008-08-08,1920-01-03,1918-11-22,2008-08-08,107,Estonian Liberation,1,366,Estonia,1,-8,2,2,1,-8,3600,4,[375L],[365L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
127,2008-08-08,1920-01-03,1918-12-30,2008-08-08,107,Estonian Liberation,1,375,Finland,1,-8,2,2,1,-8,150,4,[366L],[365L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
128,2008-08-08,1920-01-03,1918-11-22,2008-08-08,107,Estonian Liberation,1,365,Russia,2,-8,2,1,2,-8,8000,4,[],"[366L, 375L]",['None'],['None'],['None'],['None'],['None'],['None'],"[220L, 325L, 200L, 220L, 325L, 740L, 200L, 220L, 325L, 360L]",[630L],['None']
129,2008-08-08,1919-04-15,1918-12-07,2008-08-08,108,Latvian Liberation,1,255,Germany,1,-8,2,2,8,-8,450,4,"[366L, 367L]",[365L],['None'],['None'],['None'],['None'],['None'],['None'],"[300L, 300L, 325L, 300L, 325L, 360L, 640L, 355L, 300L, 355L]",['None'],['None']
130,2008-08-08,1920-02-01,1918-12-02,2008-08-08,108,Latvian Liberation,1,365,Russia,2,-8,2,1,2,-8,8000,4,[255L],"[255L, 366L, 367L]",['None'],['None'],['None'],['None'],['None'],['None'],"[220L, 325L, 200L, 220L, 325L, 740L, 200L, 220L, 325L, 360L]",[630L],['None']
131,2008-08-08,1919-07-13,1919-04-16,2008-08-08,108,Latvian Liberation,1,255,Germany,2,-8,2,2,2,-8,750,4,[365L],"[366L, 367L]",['None'],['None'],['None'],['None'],['None'],['None'],"[300L, 300L, 325L, 300L, 325L, 360L, 640L, 355L, 300L, 355L]",['None'],['None']
132,2008-08-08,1920-01-03,1919-01-01,2008-08-08,108,Latvian Liberation,1,366,Estonia,1,-8,2,2,1,-8,1000,4,"[255L, 367L]","[365L, 255L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
133,2008-08-08,1920-02-01,1918-12-02,2008-08-08,108,Latvian Liberation,1,367,Latvia,1,-8,2,2,1,-8,3046,4,"[255L, 366L]","[365L, 255L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
134,2008-08-08,1920-10-18,1919-02-14,2008-08-08,109,Russo-Polish,1,365,Russia,2,681,2,1,2,-8,60000,4,[],[290L],['None'],['None'],['None'],['None'],['None'],['None'],"[220L, 325L, 200L, 220L, 325L, 740L, 200L, 220L, 325L, 360L]",[630L],['None']
135,2008-08-08,1920-10-18,1919-02-14,2008-08-08,109,Russo-Polish,1,290,Poland,1,681,2,2,1,-8,40000,4,[],[365L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[220L, 360L]",['None']
136,2008-08-08,1919-08-04,1919-04-16,2008-08-08,112,Hungarian Adversaries,1,310,Hungary,2,-8,2,2,2,-8,6000,4,[],"[315L, 360L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
137,2008-08-08,1919-08-04,1919-04-26,2008-08-08,112,Hungarian Adversaries,1,315,Czechoslovakia,1,-8,2,2,1,-8,2000,4,[360L],[310L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[345L, 360L]",['None']
138,2008-08-08,1919-08-04,1919-04-16,2008-08-08,112,Hungarian Adversaries,1,360,Romania,1,-8,2,1,1,-8,3000,4,[315L],[310L],['None'],['None'],['None'],['None'],['None'],['None'],"[255L, 300L, 325L, 200L, 220L, 325L, 365L]","[290L, 315L, 345L]",['None']
139,2008-08-08,1922-10-11,1919-05-05,2008-08-08,115,Second Greco-Turkish,1,640,Turkey,1,-8,11,2,1,-8,20000,4,[],[350L],['None'],['None'],['None'],[700L],['None'],['None'],"[255L, 355L]",['None'],['None']
140,2008-08-08,1922-10-11,1919-05-05,2008-08-08,115,Second Greco-Turkish,1,350,Greece,2,-8,11,1,2,-8,30000,4,[],[640L],['None'],['None'],['None'],['None'],['None'],['None'],[345L],['None'],['None']
141,2008-08-08,1921-10-20,1919-11-01,2008-08-08,116,Franco-Turkish,1,640,Turkey,2,-8,6,2,3,-8,35000,4,[],[220L],['None'],['None'],['None'],[700L],['None'],['None'],"[255L, 355L]",['None'],['None']
142,2008-08-08,1921-10-20,1919-11-01,2008-08-08,116,Franco-Turkish,1,220,France,1,-8,6,1,3,-8,5000,4,[],[640L],['None'],['None'],['None'],"[211L, 290L]",['None'],['None'],"[365L, 325L, 200L, 200L, 325L, 365L, 200L, 325L, 360L, 365L]","[2L, 200L, 740L]",['None']
143,2008-08-08,1920-12-01,1920-07-15,2008-08-08,117,Lithuanian-Polish,1,368,Lithuania,2,-8,2,2,2,-8,500,4,[],[290L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
144,2008-08-08,1920-12-01,1920-07-15,2008-08-08,117,Lithuanian-Polish,1,290,Poland,1,-8,2,1,1,-8,500,4,[],[368L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[220L, 360L]",['None']
145,2008-08-08,1929-12-03,1929-08-17,2008-08-08,118,Manchurian,1,365,USSR,1,-8,7,1,1,-8,200,4,[],[710L],"[630L, 640L, 255L, 700L, 368L, 630L]","[630L, 640L, 255L, 700L, 368L]","[630L, 640L, 255L, 700L, 368L, 630L]",['None'],['None'],[630L],['None'],['None'],['None']
146,2008-08-08,1929-12-03,1929-08-17,2008-08-08,118,Manchurian,1,710,China,2,-8,7,2,2,-8,3000,4,[],[365L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
147,2008-08-08,1933-05-22,1931-12-19,2008-08-08,121,Second Sino-Japanese,1,740,Japan,1,-8,7,1,1,-8,10000,4,[],[710L],['None'],['None'],['None'],['None'],['None'],['None'],"[2L, 200L, 220L]",['None'],['None']
148,2008-08-08,1933-05-22,1931-12-19,2008-08-08,121,Second Sino-Japanese,1,710,China,2,-8,7,2,2,-8,50000,4,[],[740L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
149,2008-08-08,1935-06-12,1932-06-15,2008-08-08,124,Chaco,1,145,Bolivia,2,-8,1,1,2,-8,56661,4,[],[150L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[2L, 40L, 41L, 42L, 70L, 90L, 91L, 92L, 93L, 94L, 95L, 100L, 101L, 130L, 135L, 140L, 150L, 155L, 160L, 165L]",['None']
150,2008-08-08,1935-06-12,1932-06-15,2008-08-08,124,Chaco,1,150,Paraguay,1,-8,1,2,1,-8,36000,4,[],[145L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[2L, 40L, 41L, 42L, 70L, 90L, 91L, 92L, 93L, 94L, 95L, 100L, 101L, 130L, 135L, 140L, 145L, 155L, 160L, 165L]",['None']
151,2008-08-08,1934-05-13,1934-03-20,2008-08-08,125,Saudi-Yemeni,1,670,Saudi Arabia,1,-8,6,1,1,-8,100,4,[],[678L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[678L, 645L, 678L]",['None']
152,2008-08-08,1934-05-13,1934-03-20,2008-08-08,125,Saudi-Yemeni,1,678,Yemen Arab Republic,2,-8,6,2,2,-8,2000,4,[],[670L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[670L, 645L, 670L]",['None']
153,2008-08-08,1936-05-09,1935-10-03,2008-08-08,127,Conquest of Ethiopia,1,325,Italy,1,-8,4,1,1,-8,4000,4,[],[530L],"[230L, 339L, 365L, 305L, 310L]","[230L, 339L, 365L]","[339L, 365L]",['None'],"[200L, 211L, 220L, 255L, 640L, 530L, 350L, 220L]","[305L, 310L, 220L]",[530L],"[230L, 255L, 310L, 740L, 345L]","[230L, 305L, 310L]"
154,2008-08-08,1936-05-09,1935-10-03,2008-08-08,127,Conquest of Ethiopia,1,530,Ethiopia,2,-8,4,2,2,-8,16000,4,[],[325L],['None'],['None'],['None'],['None'],[325L],['None'],[325L],['None'],['None']
155,2008-08-08,1941-12-06,1937-07-07,2008-08-08,130,Third Sino-Japanese,1,710,China,2,-8,7,2,2,-8,750000,4,[],[740L],['None'],['None'],['None'],[365L],['None'],['None'],['None'],['None'],['None']
156,2008-08-08,1941-12-06,1937-07-07,2008-08-08,130,Third Sino-Japanese,1,740,Japan,1,-8,7,1,1,-8,250000,4,[],[710L],['None'],['None'],['None'],"[800L, 255L, 310L, 325L, 355L, 360L, 365L]","[230L, 255L, 310L, 325L]","[230L, 255L, 310L, 325L]",['None'],[800L],"[800L, 255L, 310L, 325L, 355L, 360L]"
157,2008-08-08,1938-08-11,1938-07-29,2008-08-08,133,Changkufeng,1,365,USSR,2,-8,7,2,1,-8,1200,4,[],[740L],"[630L, 640L, 700L, 368L, 630L, 375L, 367L, 366L, 290L, 325L, 220L, 315L, 315L, 315L, 315L, 712L, 710L, 200L, 220L, 345L, 350L, 355L, 360L, 640L, 651L]","[630L, 640L, 700L, 368L, 630L, 375L, 367L, 366L, 290L, 325L, 220L, 315L, 315L, 315L, 315L, 712L]","[630L, 700L, 630L, 325L, 315L, 315L, 315L, 315L, 712L, 710L]",['None'],['None'],"[710L, 200L, 220L, 345L, 350L, 355L, 360L, 640L, 651L]",['None'],"[255L, 366L, 367L, 368L, 375L]","[640L, 368L, 375L, 367L, 366L, 290L, 220L, 200L, 220L, 345L, 350L, 355L, 360L, 640L, 651L, 366L, 367L, 368L]"
158,2008-08-08,1938-08-11,1938-07-29,2008-08-08,133,Changkufeng,1,740,Japan,1,-8,7,1,2,-8,526,4,[],[365L],"[230L, 255L, 310L, 325L]",['None'],['None'],['None'],['None'],"[230L, 255L, 310L, 325L]",['None'],[800L],"[230L, 255L, 310L, 325L]"
159,2008-08-08,1939-09-16,1939-05-11,2008-08-08,136,Nomonhan,1,365,USSR,1,-8,7,2,1,-8,5000,4,[712L],[740L],"[630L, 700L, 368L, 630L, 375L, 367L, 366L, 290L, 325L, 315L, 315L, 315L, 315L, 712L, 710L]","[630L, 700L, 368L, 630L, 375L, 367L, 366L, 290L, 325L, 315L, 315L, 315L, 315L, 712L]","[700L, 315L, 315L, 315L, 315L, 712L, 710L]",[255L],"[640L, 220L]","[710L, 200L, 220L, 345L, 350L, 355L, 360L, 640L, 651L]","[200L, 220L, 345L, 350L, 355L, 360L, 640L, 651L]","[366L, 367L, 368L, 375L, 345L, 740L, 200L]","[630L, 368L, 630L, 375L, 367L, 366L, 290L, 325L, 255L, 366L, 367L, 368L, 375L, 345L]"
160,2008-08-08,1939-09-16,1939-05-11,2008-08-08,136,Nomonhan,1,712,Mongolia,1,-8,7,2,1,-8,3000,4,[365L],[740L],[365L],[365L],[365L],['None'],['None'],['None'],['None'],['None'],['None']
161,2008-08-08,1939-09-16,1939-05-11,2008-08-08,136,Nomonhan,1,740,Japan,2,-8,7,1,2,-8,20000,4,[],"[365L, 712L]",['None'],['None'],['None'],['None'],"[230L, 255L, 310L, 325L]",['None'],['None'],"[800L, 255L, 310L, 325L, 355L, 360L, 365L]",['None']
162,2008-08-08,1945-01-20,1941-06-27,2008-08-08,139,World War II,1,310,Hungary,2,-8,2,2,2,-8,136000,4,"[220L, 375L, 325L, 360L, 355L, 255L, 740L]","[211L, 345L, 385L, 20L, 2L, 200L, 210L, 360L, 355L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]",[640L],[640L],['None'],['None'],"[640L, 255L, 325L, 355L, 360L, 740L]","[255L, 325L, 355L, 360L, 740L]","[230L, 255L, 325L, 740L]",['None'],[640L]
163,2008-08-08,1940-05-28,1940-05-10,2008-08-08,139,World War II,1,211,Belgium,1,-8,2,2,1,-8,9600,4,"[345L, 385L, 20L, 2L, 200L, 210L, 360L, 355L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]","[310L, 220L, 375L, 325L, 360L, 355L, 255L, 740L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
164,2008-08-08,1941-07-14,1940-07-07,2008-08-08,139,World War II,1,220,France,2,-8,2,2,2,-8,2500,4,"[310L, 375L, 325L, 360L, 355L, 255L, 740L]","[211L, 345L, 385L, 20L, 2L, 200L, 210L, 360L, 355L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 712L, 710L, 560L, 530L]","[200L, 640L]",['None'],"[200L, 640L]",['None'],['None'],"[255L, 640L, 200L, 640L]","[290L, 315L, 290L, 315L, 360L, 345L, 640L, 365L, 200L, 345L, 350L, 355L, 360L, 365L, 640L, 651L, 255L, 640L]",['None'],['None']
165,2008-08-08,1941-04-17,1941-04-06,2008-08-08,139,World War II,1,345,Yugoslavia,1,-8,2,2,1,-8,305000,4,"[211L, 385L, 20L, 2L, 200L, 210L, 360L, 355L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]","[310L, 220L, 375L, 325L, 360L, 355L, 255L, 740L]","[350L, 640L, 325L, 365L]","[350L, 640L, 325L]",['None'],['None'],['None'],[365L],"[360L, 290L, 220L, 350L, 360L, 640L, 350L, 355L, 360L, 640L]",['None'],"[350L, 640L, 325L, 365L]"
166,2008-08-08,1944-09-19,1941-06-25,2008-08-08,139,World War II,1,375,Finland,2,-8,2,2,2,-8,65000,4,"[310L, 220L, 325L, 360L, 355L, 255L, 740L]","[211L, 345L, 385L, 20L, 2L, 200L, 210L, 360L, 355L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]",['None'],['None'],['None'],['None'],[365L],[365L],"[365L, 365L]",['None'],['None']
167,2008-08-08,1940-06-09,1940-04-09,2008-08-08,139,World War II,1,385,Norway,1,-8,2,2,1,-8,3000,4,"[211L, 345L, 20L, 2L, 200L, 210L, 360L, 355L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]","[310L, 220L, 375L, 325L, 360L, 355L, 255L, 740L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
168,2008-08-08,1945-08-14,1939-09-10,2008-08-08,139,World War II,1,20,Canada,1,-8,2,2,1,-8,41992,4,"[211L, 345L, 385L, 2L, 200L, 210L, 360L, 355L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]","[310L, 220L, 375L, 325L, 360L, 355L, 255L, 740L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
169,2008-08-08,1945-08-14,1941-12-07,2008-08-08,139,World War II,1,2,United States of America,1,-8,19,2,1,-8,405400,4,"[211L, 345L, 385L, 20L, 200L, 210L, 360L, 355L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]","[310L, 220L, 375L, 325L, 360L, 355L, 255L, 740L]",['None'],['None'],['None'],"[40L, 41L, 42L, 70L, 90L, 91L, 93L, 94L, 95L, 100L, 101L, 130L, 135L, 140L, 145L, 150L, 155L, 160L, 165L]","[40L, 41L, 42L, 70L, 90L, 91L, 92L, 93L, 94L, 95L, 100L, 101L, 130L, 135L, 140L, 145L, 150L, 155L, 160L, 165L]",['None'],['None'],['None'],['None']
170,2008-08-08,1945-08-14,1939-09-03,2008-08-08,139,World War II,1,200,United Kingdom,1,-8,15,2,1,-8,418765,4,"[211L, 345L, 385L, 20L, 2L, 210L, 360L, 355L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]","[310L, 220L, 375L, 325L, 360L, 355L, 255L, 740L]","[645L, 651L]","[645L, 651L]","[645L, 651L]","[220L, 640L, 800L, 365L, 365L, 630L]","[290L, 800L]","[220L, 345L, 350L, 355L, 360L, 365L, 640L, 651L, 290L]","[220L, 345L, 350L, 355L, 360L, 365L, 640L, 651L]","[663L, 220L]","[220L, 640L, 365L, 630L]"
171,2008-08-08,1940-05-14,1940-05-10,2008-08-08,139,World War II,1,210,Netherlands,1,-8,2,2,1,-8,7900,4,"[211L, 345L, 385L, 20L, 2L, 200L, 360L, 355L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]","[310L, 220L, 375L, 325L, 360L, 355L, 255L, 740L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
172,2008-08-08,1943-09-02,1940-06-10,2008-08-08,139,World War II,1,325,Italy,2,-8,14,2,2,-8,174500,4,"[310L, 220L, 375L, 360L, 355L, 255L, 740L]","[211L, 345L, 385L, 20L, 2L, 200L, 210L, 360L, 355L, 350L, 140L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]",[255L],['None'],['None'],"[255L, 310L, 355L, 360L, 740L]","[365L, 345L, 255L, 255L, 310L, 355L, 360L, 740L]",[255L],"[339L, 230L, 255L, 310L, 740L]",['None'],[255L]
173,2008-08-08,1945-05-07,1944-09-09,2008-08-08,139,World War II,1,360,Romania,1,-8,2,2,1,-8,10000,4,"[211L, 345L, 385L, 20L, 2L, 200L, 210L, 355L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]","[310L, 220L, 375L, 325L, 355L, 255L, 740L]",['None'],['None'],['None'],['None'],['None'],['None'],[640L],['None'],['None']
174,2008-08-08,1944-08-23,1941-06-22,2008-08-08,139,World War II,1,360,Romania,2,-8,2,2,2,-8,290000,4,"[310L, 220L, 375L, 325L, 355L, 255L, 740L]","[211L, 345L, 385L, 20L, 2L, 200L, 210L, 355L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]",[640L],[640L],['None'],['None'],"[255L, 310L, 325L, 355L, 740L]","[255L, 310L, 325L, 355L, 740L]","[290L, 345L, 220L, 345L, 350L, 640L, 345L, 350L, 355L, 640L]",['None'],[640L]
175,2008-08-08,1944-09-08,1941-12-13,2008-08-08,139,World War II,1,355,Bulgaria,2,-8,2,2,2,-8,9000,4,"[310L, 220L, 375L, 325L, 360L, 255L, 740L]","[211L, 345L, 385L, 20L, 2L, 200L, 210L, 360L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]",['None'],['None'],['None'],['None'],['None'],"[255L, 310L, 325L, 360L, 740L]","[345L, 350L, 360L, 640L, 255L, 310L, 325L, 360L, 740L]",['None'],['None']
176,2008-08-08,1945-05-07,1944-09-09,2008-08-08,139,World War II,1,355,Bulgaria,1,-8,2,2,1,-8,1000,4,"[211L, 345L, 385L, 20L, 2L, 200L, 210L, 360L, 350L, 140L, 325L, 900L, 920L, 365L, 290L, 220L, 712L, 710L, 560L, 530L]","[310L, 220L, 375L, 325L, 360L, 255L, 740L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
